x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.16.19,2020-04-16 19:00:00,ON,2020,4,16,19,2.6,,-10.6,,,,0,,37,,100.67,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.16.20,2020-04-16 20:00:00,ON,2020,4,16,20,2.3,,-9.9,,,,0,,40,,100.74,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.16.21,2020-04-16 21:00:00,ON,2020,4,16,21,2.7,,-9.6,,,,0,,40,,100.85,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.16.22,2020-04-16 22:00:00,ON,2020,4,16,22,1.7,,-7.1,,,,0,,52,,100.87,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.16.23,2020-04-16 23:00:00,ON,2020,4,16,23,1.1,,-6.6,,,,0,,56,,100.89,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.0,2020-04-17 00:00:00,ON,2020,4,17,0,0.8,,-5.8,,,,0,,61,,100.92,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.1,2020-04-17 01:00:00,ON,2020,4,17,1,0.5,,-5.4,,,,0,,65,,100.91,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.2,2020-04-17 02:00:00,ON,2020,4,17,2,0.3,,-5.5,,,,0,,65,,100.9,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.3,2020-04-17 03:00:00,ON,2020,4,17,3,-0.1,,-5.6,,,,0,,66,,100.84,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.4,2020-04-17 04:00:00,ON,2020,4,17,4,-0.1,,-5.7,,,,0,,66,,100.88,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.5,2020-04-17 05:00:00,ON,2020,4,17,5,-0.6,,-6.1,,,,0,,67,,100.85,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.6,2020-04-17 06:00:00,ON,2020,4,17,6,-0.1,,-6.1,,,,0,,64,,100.88,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.7,2020-04-17 07:00:00,ON,2020,4,17,7,1.5,,-6.5,,,,0,,55,,100.88,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.8,2020-04-17 08:00:00,ON,2020,4,17,8,3.4,,-6.5,,,,0,,48,,100.87,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.9,2020-04-17 09:00:00,ON,2020,4,17,9,4.1,,-8.8,,,,0,,38,,100.85,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.10,2020-04-17 10:00:00,ON,2020,4,17,10,5.2,,-10.5,,,,0,,31,,100.76,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.11,2020-04-17 11:00:00,ON,2020,4,17,11,4.8,,-8.1,,,,0.2,,39,,100.69,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.12,2020-04-17 12:00:00,ON,2020,4,17,12,5.4,,-8.6,,,,0,,36,,100.6,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.13,2020-04-17 13:00:00,ON,2020,4,17,13,5.4,,-10.0,,,,0.2,,32,,100.48,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.14,2020-04-17 14:00:00,ON,2020,4,17,14,5.5,,-9.9,,,,0.2,,32,,100.38,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.15,2020-04-17 15:00:00,ON,2020,4,17,15,4.9,,-9.4,,,,0,,35,,100.27,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.16,2020-04-17 16:00:00,ON,2020,4,17,16,3.7,,-3.3,,,,0.2,,60,,100.21,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.17,2020-04-17 17:00:00,ON,2020,4,17,17,3.0,,-3.0,,,,0,,64,,100.18,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.18,2020-04-17 18:00:00,ON,2020,4,17,18,3.0,,-2.9,,,,0,,65,,100.13,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.19,2020-04-17 19:00:00,ON,2020,4,17,19,2.7,,-2.6,,,,0,,68,,100.07,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2020.4.17.20,2020-04-17 20:00:00,ON,2020,4,17,20,2.6,,-3.2,,,,0,,66,,100.05,,,,,,,,,
