x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.0,2018-01-01 00:00:00,ON,2018,1,1,0,-16.9,,-21.1,,,,0,,70,,101.64,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.1,2018-01-01 01:00:00,ON,2018,1,1,1,-16.3,,-20.6,,,,0,,69,,101.61,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.2,2018-01-01 02:00:00,ON,2018,1,1,2,-17.6,,-21.5,,,,0,,71,,101.67,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.3,2018-01-01 03:00:00,ON,2018,1,1,3,-18.6,,-22.0,,,,0,,75,,101.63,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.4,2018-01-01 04:00:00,ON,2018,1,1,4,-17.8,,-21.1,,,,0,,75,,101.6,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.5,2018-01-01 05:00:00,ON,2018,1,1,5,-17.1,,-20.0,,,,0,,78,,101.55,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.6,2018-01-01 06:00:00,ON,2018,1,1,6,-15.7,,-19.3,,,,0,,74,,101.5,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.7,2018-01-01 07:00:00,ON,2018,1,1,7,-13.9,,-17.2,,,,0,,76,,101.43,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.8,2018-01-01 08:00:00,ON,2018,1,1,8,-13.9,,-17.2,,,,0,,76,,101.4,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.9,2018-01-01 09:00:00,ON,2018,1,1,9,-13.7,,-17.5,,,,0,,73,,101.35,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.10,2018-01-01 10:00:00,ON,2018,1,1,10,-11.3,,-16.7,,,,0,,65,,101.34,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.11,2018-01-01 11:00:00,ON,2018,1,1,11,-9.3,,-16.1,,,,0,,58,,101.32,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.12,2018-01-01 12:00:00,ON,2018,1,1,12,-9.5,,-16.3,,,,0,,57,,101.23,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.13,2018-01-01 13:00:00,ON,2018,1,1,13,-8.6,,-15.9,,,,0,,55,,101.14,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.14,2018-01-01 14:00:00,ON,2018,1,1,14,-8.2,,-15.5,,,,0,,56,,101.09,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.15,2018-01-01 15:00:00,ON,2018,1,1,15,-8.9,,-13.6,,,,0,,69,,101.14,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.16,2018-01-01 16:00:00,ON,2018,1,1,16,-9.6,,-18.0,,,,0,,50,,101.21,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.17,2018-01-01 17:00:00,ON,2018,1,1,17,-10.8,,-17.1,,,,0,,60,,101.26,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.18,2018-01-01 18:00:00,ON,2018,1,1,18,-11.4,,-18.0,,,,0.2,,58,,101.35,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.19,2018-01-01 19:00:00,ON,2018,1,1,19,-12.3,,-18.4,,,,0,,61,,101.42,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.20,2018-01-01 20:00:00,ON,2018,1,1,20,-12.3,,-19.1,,,,0,,57,,101.43,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.21,2018-01-01 21:00:00,ON,2018,1,1,21,-12.5,,-18.3,,,,0,,62,,101.47,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.22,2018-01-01 22:00:00,ON,2018,1,1,22,-13.0,,-18.2,,,,0,,65,,101.5,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.1.23,2018-01-01 23:00:00,ON,2018,1,1,23,-12.6,,-17.5,,,,0,,67,,101.5,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.0,2018-01-02 00:00:00,ON,2018,1,2,0,-13.1,,-17.2,,,,0,,71,,101.48,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.1,2018-01-02 01:00:00,ON,2018,1,2,1,-12.5,,-16.5,,,,0,,72,,101.42,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.2,2018-01-02 02:00:00,ON,2018,1,2,2,-10.2,,-14.0,,,,0,,74,,101.4,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.3,2018-01-02 03:00:00,ON,2018,1,2,3,-10.0,,-12.9,,,,0,,79,,101.39,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.4,2018-01-02 04:00:00,ON,2018,1,2,4,-9.9,,-12.6,,,,0,,80,,101.35,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.5,2018-01-02 05:00:00,ON,2018,1,2,5,-9.4,,-12.1,,,,0,,81,,101.31,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.6,2018-01-02 06:00:00,ON,2018,1,2,6,-8.8,,-12.4,,,,0,,75,,101.28,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.7,2018-01-02 07:00:00,ON,2018,1,2,7,-8.8,,-12.5,,,,0,,75,,101.25,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.8,2018-01-02 08:00:00,ON,2018,1,2,8,-9.9,,-13.3,,,,0,,76,,101.21,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.9,2018-01-02 09:00:00,ON,2018,1,2,9,-10.5,,-14.4,,,,0,,73,,101.16,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.10,2018-01-02 10:00:00,ON,2018,1,2,10,-10.9,,-14.8,,,,0,,73,,101.11,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.11,2018-01-02 11:00:00,ON,2018,1,2,11,-9.7,,-14.2,,,,0,,69,,101.04,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.12,2018-01-02 12:00:00,ON,2018,1,2,12,-8.9,,-13.9,,,,0,,67,,100.95,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.13,2018-01-02 13:00:00,ON,2018,1,2,13,-7.7,,-13.4,,,,0,,64,,100.83,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.14,2018-01-02 14:00:00,ON,2018,1,2,14,-7.3,,-13.1,,,,0,,63,,100.78,,,,,,,M,,M
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2018.1.2.15,2018-01-02 15:00:00,ON,2018,1,2,15,-7.2,,-12.9,,,,0,,64,,100.76,,,,,,,M,,M
