x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.11,2020-04-16 11:00:00,ON,2020,4,16,11,1.7,,-6.6,,,,0,,54,,100.67,,,,,,25,,16,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.12,2020-04-16 12:00:00,ON,2020,4,16,12,3.6,,-6.5,,,,0,,48,,100.64,,,,,,26,,27,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.13,2020-04-16 13:00:00,ON,2020,4,16,13,2.9,,-8.0,,,,0,,45,,100.63,,,,,,27,,24,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.14,2020-04-16 14:00:00,ON,2020,4,16,14,3.7,,-11.0,,,,0,,33,,100.6,,,,,,27,,25,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.15,2020-04-16 15:00:00,ON,2020,4,16,15,4.6,,-11.8,,,,0,,29,,100.57,,,,,,26,,29,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.16,2020-04-16 16:00:00,ON,2020,4,16,16,4.6,,-11.7,,,,0,,30,,100.58,,,,,,29,,25,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.17,2020-04-16 17:00:00,ON,2020,4,16,17,4.5,,-11.3,,,,0,,31,,100.58,,,,,,29,,17,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.18,2020-04-16 18:00:00,ON,2020,4,16,18,3.4,,-10.0,,,,0,,37,,100.61,,,,,,26,,19,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.19,2020-04-16 19:00:00,ON,2020,4,16,19,2.9,,-9.1,,,,0,,41,,100.64,,,,,,25,,13,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.20,2020-04-16 20:00:00,ON,2020,4,16,20,1.4,,-5.9,,,,0,,58,,100.72,,,,,,23,,12,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.21,2020-04-16 21:00:00,ON,2020,4,16,21,0.5,,-6.1,,,,0,,61,,100.77,,,,,,23,,8,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.22,2020-04-16 22:00:00,ON,2020,4,16,22,0.3,,-6.8,,,,0,,59,,100.8,,,,,,23,,11,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.16.23,2020-04-16 23:00:00,ON,2020,4,16,23,0.1,,-8.4,,,,0,,53,,100.84,,,,,,24,,13,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.17.0,2020-04-17 00:00:00,ON,2020,4,17,0,-0.1,,-8.7,,,,0,,52,,100.88,,,,-5,,23,,16,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.17.1,2020-04-17 01:00:00,ON,2020,4,17,1,-0.7,,-8.1,,,,0,,57,,100.89,,,,-5,,23,,15,
-75.71666666666667,45.38333333333333,OTTAWA CDA RCS,6105978,6105978.2020.4.17.2,2020-04-17 02:00:00,ON,2020,4,17,2,-1.0,,-7.1,,,,0,,63,,100.87,,,,-5,,24,,11,
