x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.15,2019-02-24 15:00:00,ON,2019,2,24,15,3.1,,-0.2,,,,0,,79,,97.49,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.16,2019-02-24 16:00:00,ON,2019,2,24,16,2.3,,-0.4,,,,0.6,,83,,97.54,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.17,2019-02-24 17:00:00,ON,2019,2,24,17,3.1,,-3.2,,,,0.2,,63,,97.61,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.18,2019-02-24 18:00:00,ON,2019,2,24,18,3.0,,-4.1,,,,0,,60,,97.74,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.19,2019-02-24 19:00:00,ON,2019,2,24,19,2.5,,-4.6,,,,0,,60,,97.87,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.20,2019-02-24 20:00:00,ON,2019,2,24,20,1.5,,-3.9,,,,0,,68,,97.93,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.21,2019-02-24 21:00:00,ON,2019,2,24,21,0.2,,-3.4,,,,0.3,,77,,97.99,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.22,2019-02-24 22:00:00,ON,2019,2,24,22,-0.5,,-5.3,,,,0,,70,,98.04,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.24.23,2019-02-24 23:00:00,ON,2019,2,24,23,-1.3,,-6.2,,,,0.2,,69,,98.13,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.0,2019-02-25 00:00:00,ON,2019,2,25,0,-1.8,,-6.6,,,,0,,70,,98.19,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.1,2019-02-25 01:00:00,ON,2019,2,25,1,-1.9,,-7.1,,,,0,,67,,98.28,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.2,2019-02-25 02:00:00,ON,2019,2,25,2,-2.0,,-7.9,,,,0,,64,,98.43,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.3,2019-02-25 03:00:00,ON,2019,2,25,3,-2.8,,-7.6,,,,0,,69,,98.55,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.4,2019-02-25 04:00:00,ON,2019,2,25,4,-3.4,,-6.6,,,,0,,79,,98.73,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.5,2019-02-25 05:00:00,ON,2019,2,25,5,-3.6,,-9.2,,,,0.2,,65,,98.92,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.6,2019-02-25 06:00:00,ON,2019,2,25,6,-4.2,,-9.5,,,,0,,67,,99.1,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.7,2019-02-25 07:00:00,ON,2019,2,25,7,-4.5,,-10.3,,,,0,,64,,99.31,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.8,2019-02-25 08:00:00,ON,2019,2,25,8,-4.7,,-10.8,,,,0,,62,,99.51,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.9,2019-02-25 09:00:00,ON,2019,2,25,9,-4.1,,-10.7,,,,0,,60,,99.7,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.10,2019-02-25 10:00:00,ON,2019,2,25,10,-3.5,,-10.6,,,,0,,58,,99.9,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.11,2019-02-25 11:00:00,ON,2019,2,25,11,-4.0,,-10.0,,,,0,,63,,100.07,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.12,2019-02-25 12:00:00,ON,2019,2,25,12,-3.5,,-9.2,,,,0,,65,,100.27,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.13,2019-02-25 13:00:00,ON,2019,2,25,13,-5.2,,-7.2,,,,0,,86,,100.37,,,,,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2019.2.25.14,2019-02-25 14:00:00,ON,2019,2,25,14,-3.6,,-12.6,,,,0.2,,50,,100.5,,,,,,,,,
