x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,LOCAL_HOUR,TEMP,TEMP_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,HUMIDEX,HUMIDEX_FLAG,PRECIP_AMOUNT,PRECIP_AMOUNT_FLAG,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,STATION_PRESSURE,STATION_PRESSURE_FLAG,VISIBILITY,VISIBILITY_FLAG,WINDCHILL,WINDCHILL_FLAG,WIND_DIRECTION,WIND_DIRECTION_FLAG,WIND_SPEED,WIND_SPEED_FLAG
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.15.21,2020-04-15 21:00:00,ON,2020,4,15,21,-3.0,,-11.4,,,,,,53,,97.13,,24.1,,-6,,28,,7,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.15.22,2020-04-15 22:00:00,ON,2020,4,15,22,-3.8,,-12.2,,,,,,53,,97.17,,24.1,,-8,,28,,9,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.15.23,2020-04-15 23:00:00,ON,2020,4,15,23,-4.7,,-12.3,,,,,,56,,97.2,,24.1,,-9,,29,,10,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.0,2020-04-16 00:00:00,ON,2020,4,16,0,-6.0,,-11.3,,,,,,66,,97.25,,24.1,,-10,,30,,8,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.1,2020-04-16 01:00:00,ON,2020,4,16,1,-6.3,,-11.4,,,,,,67,,97.27,,24.1,,-11,,29,,10,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.2,2020-04-16 02:00:00,ON,2020,4,16,2,-6.5,,-11.9,,,,,,66,,97.28,,24.1,,-11,,29,,10,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.3,2020-04-16 03:00:00,ON,2020,4,16,3,-6.9,,-12.2,,,,,,66,,97.3,,24.1,,-10,,27,,7,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.4,2020-04-16 04:00:00,ON,2020,4,16,4,-7.2,,-11.6,,,,,,71,,97.32,,24.1,,-12,,26,,10,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.5,2020-04-16 05:00:00,ON,2020,4,16,5,-7.6,,-11.2,,,,,,75,,97.33,,24.1,,-12,,25,,9,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.6,2020-04-16 06:00:00,ON,2020,4,16,6,-8.1,,-10.8,,,,,,82,,97.37,,32.2,,-11,,25,,6,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.7,2020-04-16 07:00:00,ON,2020,4,16,7,-6.0,,-10.0,,,,,,73,,97.41,,32.2,,-11,,26,,13,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.8,2020-04-16 08:00:00,ON,2020,4,16,8,-3.6,,-9.6,,,,,,63,,97.44,,32.2,,-9,,25,,16,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.9,2020-04-16 09:00:00,ON,2020,4,16,9,-2.0,,-9.3,,,,,,58,,97.42,,32.2,,-8,,25,,19,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.10,2020-04-16 10:00:00,ON,2020,4,16,10,-0.4,,-10.8,,,,,,45,,97.41,,32.2,,-6,,24,,25,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.11,2020-04-16 11:00:00,ON,2020,4,16,11,-0.5,,-11.8,,,,,,42,,97.37,,32.2,,-7,,26,,32,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.12,2020-04-16 12:00:00,ON,2020,4,16,12,0.5,,-11.1,,,,,,42,,97.32,,24.1,,,,25,,24,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.13,2020-04-16 13:00:00,ON,2020,4,16,13,-0.7,,-9.9,,,,,,50,,97.32,,24.1,,-7,,24,,31,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.14,2020-04-16 14:00:00,ON,2020,4,16,14,1.8,,-10.2,,,,,,41,,97.3,,32.2,,,,24,,31,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.15,2020-04-16 15:00:00,ON,2020,4,16,15,0.9,,-10.9,,,,,,41,,97.29,,4.8,,,,27,,34,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.16,2020-04-16 16:00:00,ON,2020,4,16,16,-0.9,,-4.4,,,,,,77,,97.28,,8.1,,-8,,30,,29,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.17,2020-04-16 17:00:00,ON,2020,4,16,17,-2.5,,-4.9,,,,,,83,,97.34,,32.2,,-8,,27,,17,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.18,2020-04-16 18:00:00,ON,2020,4,16,18,-0.6,,-8.3,,,,,,56,,97.3,,32.2,,-7,,28,,26,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.19,2020-04-16 19:00:00,ON,2020,4,16,19,-1.1,,-10.3,,,,,,50,,97.34,,32.2,,-7,,27,,20,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.20,2020-04-16 20:00:00,ON,2020,4,16,20,-2.1,,-8.6,,,,,,61,,97.41,,24.1,,-8,,25,,18,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.21,2020-04-16 21:00:00,ON,2020,4,16,21,-2.5,,-9.5,,,,,,59,,97.49,,24.1,,-7,,27,,15,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.22,2020-04-16 22:00:00,ON,2020,4,16,22,-2.9,,-9.2,,,,,,62,,97.55,,24.1,,-8,,28,,15,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.16.23,2020-04-16 23:00:00,ON,2020,4,16,23,-3.3,,-9.2,,,,,,64,,97.62,,24.1,,-9,,27,,19,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.0,2020-04-17 00:00:00,ON,2020,4,17,0,-4.0,,-9.6,,,,,,65,,97.65,,24.1,,-10,,27,,17,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.1,2020-04-17 01:00:00,ON,2020,4,17,1,-4.8,,-10.0,,,,,,67,,97.64,,24.1,,-10,,28,,12,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.2,2020-04-17 02:00:00,ON,2020,4,17,2,-5.5,,-10.3,,,,,,69,,97.62,,24.1,,-9,,28,,8,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.3,2020-04-17 03:00:00,ON,2020,4,17,3,-6.0,,-10.4,,,,,,71,,97.62,,24.1,,-10,,27,,10,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.4,2020-04-17 04:00:00,ON,2020,4,17,4,-6.5,,-10.2,,,,,,75,,97.66,,24.1,,-11,,27,,9,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.5,2020-04-17 05:00:00,ON,2020,4,17,5,-7.1,,-10.0,,,,,,80,,97.63,,24.1,,-10,,22,,5,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.6,2020-04-17 06:00:00,ON,2020,4,17,6,-6.7,,-9.7,,,,,,79,,97.62,,32.2,,-10,,21,,7,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.7,2020-04-17 07:00:00,ON,2020,4,17,7,-4.8,,-8.8,,,,,,73,,97.65,,32.2,,-9,,23,,10,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.8,2020-04-17 08:00:00,ON,2020,4,17,8,-2.1,,-7.8,,,,,,65,,97.65,,32.2,,-8,,22,,22,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.9,2020-04-17 09:00:00,ON,2020,4,17,9,-0.1,,-7.1,,,,,,59,,97.58,,32.2,,-6,,22,,21,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.10,2020-04-17 10:00:00,ON,2020,4,17,10,1.6,,-8.9,,,,,,46,,97.52,,32.2,,,,22,,20,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.11,2020-04-17 11:00:00,ON,2020,4,17,11,2.3,,-11.7,,,,,,35,,97.42,,32.2,,,,26,,21,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.12,2020-04-17 12:00:00,ON,2020,4,17,12,2.5,,-11.1,,,,,,36,,97.34,,32.2,,,,23,,27,
-80.79777777777778,46.62555555555556,SUDBURY A,6068153,6068153.2020.4.17.13,2020-04-17 13:00:00,ON,2020,4,17,13,3.4,,-6.7,,,,,,48,,97.25,,32.2,,,,25,,24,
